ST,OCCPSTEM,RAC1P,SEX,JWMNP_ZSCORE,HICOV,ADJWAGPRPP,PWGTP,REP_RATIO,ST_CODE,NaN_Flag
Alabama,STEM-related,Asian,Female,0.517374431939132,1.0,37262.34178321679,187,3.1301017035276066,AL,0
Alabama,STEM-related,Asian,Male,-0.08310702084836114,1.0,48034.86713286714,202,1.5244935177157213,AL,0
Alabama,STEM-related,Black or African American,Female,0.45256387462082154,0.8333333333333334,28844.466783216783,4382,1.0813278001289812,AL,0
Alabama,STEM-related,Black or African American,Male,-0.5412596995335576,1.0,6475.288461538462,686,0.20286215252863718,AL,0
Alabama,STEM-related,Multi-racial and Other,Female,0.3355408907895154,0.8333333333333334,17659.877622377622,665,1.6533087255645413,AL,0
Alabama,STEM-related,Native American or Hawaiian,Female,-0.27974280679809826,1.0,27549.409090909096,371,10.44015782787549,AL,0
Alabama,STEM-related,Native American or Hawaiian,Male,0.17631503521059866,1.0,41206.381118881116,200,2.3163808482886723,AL,0
Alabama,STEM-related,White,Female,0.1344618177265259,0.953125,37674.4055944056,13850,2.0443760226837333,AL,0
Alabama,STEM-related,White,Male,0.02223193092886747,1.0,35319.755244755244,2628,0.33889129791811073,AL,0
Alaska,Non-STEM,Asian,Female,-0.1858214588672348,1.0,8169.583729781161,1378,1.0022600471596004,AK,0
Alaska,Non-STEM,Asian,Male,0.11043552082204296,0.9166666666666666,28833.824928639395,1862,1.0851756098418897,AK,0
Alaska,Non-STEM,Black or African American,Female,-0.34030286534543275,1.0,19222.549952426263,1199,1.0851756098418897,AK,0
Alaska,Non-STEM,Black or African American,Male,-0.3285161769569188,0.6666666666666666,34600.58991436727,1057,1.0810844671092152,AK,0
Alaska,Non-STEM,Multi-racial and Other,Female,-0.2116864440076597,0.6666666666666666,20856.466698382494,2554,1.0272566744018479,AK,0
Alaska,Non-STEM,Multi-racial and Other,Male,1.79658839264621,0.4117647058823529,19222.549952426263,2407,1.0523842437104867,AK,0
Alaska,Non-STEM,Native American or Hawaiian,Female,-0.0630862171876214,0.7352941176470589,6824.005233111324,4251,1.0607223539751374,AK,0
Alaska,Non-STEM,Native American or Hawaiian,Male,-0.23875533072967722,0.6404494382022472,9899.613225499525,6357,1.0708570865825664,AK,0
Alaska,Non-STEM,White,Female,-0.11095938977541407,0.8686868686868687,21144.80494766889,15652,0.9684780844591889,AK,0
Alaska,Non-STEM,White,Male,-0.062071777359065425,0.7798165137614679,28833.824928639395,20142,0.9680502738578032,AK,0
Alaska,Not working,White,Female,,1.0,0.0,109,1.5781177332982301,AK,1
Alaska,Not working,White,Male,,0.0,0.0,134,1.50692994346143,AK,1
Alaska,STEM,Black or African American,Male,-0.5794962757924761,1.0,9611.274976213132,4,0.07914878687891623,AK,0
Alaska,STEM,Multi-racial and Other,Female,-0.4604557296364704,1.0,105724.02473834444,144,1.120521520988541,AK,0
Alaska,STEM,Multi-racial and Other,Male,1.6534197228459409,0.5,24989.314938154144,75,0.6343941091750361,AK,0
Alaska,STEM,Native American or Hawaiian,Male,-0.48889467325243524,1.0,33639.46241674596,85,0.27701153929971517,AK,0
Alaska,STEM,White,Female,-0.43430906932875585,0.75,23547.623691722176,1009,1.2078437484952227,AK,0
Alaska,STEM,White,Male,0.0866939890321269,0.8333333333333334,45172.99238820172,1622,1.5081543866975489,AK,0
Alaska,STEM-related,Asian,Female,-0.5794962757924761,1.0,48056.37488106565,114,2.8383479702301497,AK,0
Alaska,STEM-related,Native American or Hawaiian,Female,-0.49305901545566383,1.0,32678.334919124645,98,0.8370786726837215,AK,0
Alaska,STEM-related,White,Female,0.3039204597230397,0.8,3844.509990485253,768,1.6267123478121883,AK,0
Alaska,STEM-related,White,Male,-0.39227676533450956,0.875,46134.119885823035,681,1.1203972064743764,AK,0
Arizona,Non-STEM,Asian,Female,-0.0685701074461966,0.8490566037735849,18356.73676012461,7193,0.8503680777787925,AZ,0
Arizona,Non-STEM,Asian,Male,0.24799440218687302,0.8955223880597015,20244.85825545172,6974,0.7193227918525399,AZ,0
Arizona,Non-STEM,Black or African American,Female,-0.2699540458707052,0.8888888888888888,20979.1277258567,15267,1.066793828232397,AZ,0
Arizona,Non-STEM,Black or African American,Male,0.01104298920260455,0.8061224489795918,20979.1277258567,18405,1.0190846673084348,AZ,0
Arizona,Non-STEM,Multi-racial and Other,Female,-0.04781616163935387,0.8171206225680934,21608.5015576324,28845,1.0079421772480255,AZ,0
Arizona,Non-STEM,Multi-racial and Other,Male,0.020289126403601747,0.7031802120141343,22028.084112149536,34378,1.0607177692062,AZ,0
Arizona,Non-STEM,Native American or Hawaiian,Female,-0.039229621720202994,0.7804878048780488,14160.911214953272,13389,1.0728627432153288,AZ,0
Arizona,Non-STEM,Native American or Hawaiian,Male,0.24620697334200495,0.6715328467153284,18881.214953271032,14465,1.0592461551330588,AZ,0
Arizona,Non-STEM,White,Female,-0.08930395775922047,0.8570422535211267,20979.1277258567,179243,1.001889106099739,AZ,0
Arizona,Non-STEM,White,Male,-0.002432339553774854,0.7873333333333333,25174.953271028044,185300,0.9916242076905873,AZ,0
Arizona,Not working,Asian,Male,,1.0,0.0,42,1.0055316047405538,AZ,1
Arizona,Not working,Native American or Hawaiian,Female,,0.0,0.0,210,3.9058887927706016,AZ,1
Arizona,Not working,Native American or Hawaiian,Male,,0.8571428571428571,0.0,538,9.144612156279308,AZ,1
Arizona,Not working,White,Female,,0.9,0.0,906,1.1754663599525765,AZ,1
Arizona,Not working,White,Male,,0.75,0.0,473,0.5875399453825664,AZ,1
Arizona,STEM,Asian,Female,-0.39015990920323873,1.0,52447.81931464175,1727,3.057332747909955,AZ,0
Arizona,STEM,Asian,Male,0.2864557789815584,0.9166666666666666,62937.3831775701,2809,4.33857490171709,AZ,0
Arizona,STEM,Black or African American,Female,3.509253543963718,1.0,74475.90342679128,92,0.09626492979472201,AZ,0
Arizona,STEM,Black or African American,Male,0.5913504165003761,0.6666666666666666,23496.623052959505,1663,1.378860012538672,AZ,0
Arizona,STEM,Multi-racial and Other,Female,-0.23813704496961727,1.0,39912.79049844237,590,0.30872412552672734,AZ,0
Arizona,STEM,Multi-racial and Other,Male,-0.2949761737818054,0.9166666666666666,41748.464174454835,1142,0.5276413503234505,AZ,0
Arizona,STEM,Native American or Hawaiian,Male,-0.729872260930526,1.0,57692.60124610593,171,0.1875115616994025,AZ,0
Arizona,STEM,White,Female,0.11064214898036147,0.9552238805970149,40909.299065420564,7917,0.6626612531047106,AZ,0
Arizona,STEM,White,Male,0.13373199629383664,0.9430379746835443,40227.47741433022,17510,1.4031733550625616,AZ,0
Arizona,STEM-related,Asian,Female,-0.2810369161263435,1.0,50349.90654205609,479,1.4129926952513452,AZ,0
Arizona,STEM-related,Asian,Male,-0.2839806397312646,1.0,17832.258566978195,948,2.4398196815879274,AZ,0
Arizona,STEM-related,Black or African American,Female,1.2753846250058312,0.6666666666666666,57692.60124610593,543,0.946747426640101,AZ,0
Arizona,STEM-related,Multi-racial and Other,Female,0.08932873251990321,0.875,42482.733644859814,2364,2.061199661027517,AZ,0
Arizona,STEM-related,Multi-racial and Other,Male,-0.6187913849142269,1.0,31468.69158878505,493,0.37955408603811563,AZ,0
Arizona,STEM-related,Native American or Hawaiian,Female,0.023300563077768885,0.75,27063.07476635515,268,0.5358439496473374,AZ,0
Arizona,STEM-related,White,Female,0.1886072457705349,0.9622641509433962,41958.2554517134,10727,1.4961090353749715,AZ,0
Arizona,STEM-related,White,Male,-0.21262635659985796,0.9111111111111111,36713.47352024923,4355,0.5815236411860736,AZ,0
Arkansas,Non-STEM,Asian,Female,0.05740854373004858,1.0,23852.30224321134,1616,1.0577866829771687,AR,0
Arkansas,Non-STEM,Asian,Male,-0.5389122711949509,0.8461538461538461,8586.828807556081,1665,0.8083922985174931,AR,0
Arkansas,Non-STEM,Black or African American,Female,-0.029429079569553117,0.8941176470588236,17650.703659976392,16423,1.0371865402107712,AR,0
Arkansas,Non-STEM,Black or African American,Male,-0.18432941743171677,0.75,17889.2266824085,19611,1.0651021765110593,AR,0
Arkansas,Non-STEM,Multi-racial and Other,Female,-0.06024092465032263,0.8285714285714286,20274.45690672964,3722,1.0517080507666854,AR,0
Arkansas,Non-STEM,Multi-racial and Other,Male,0.17867321720756713,0.8571428571428571,28622.762691853604,6017,0.9994306540733896,AR,0
Arkansas,Non-STEM,Native American or Hawaiian,Female,0.3820075170760571,0.5,10375.751475796931,1554,1.1166980700241647,AR,0
Arkansas,Non-STEM,Native American or Hawaiian,Male,-0.6947481756060494,0.6666666666666666,24329.348288075566,742,1.1166980700241647,AR,0
Arkansas,Non-STEM,White,Female,-0.008759944453271266,0.8982229402261712,18843.318772136954,65599,0.9364321359059554,AR,0
Arkansas,Non-STEM,White,Male,0.1326736144623125,0.8195956454121306,27549.40909090909,70929,1.037328794184399,AR,0
Arkansas,Not working,Black or African American,Female,,0.5,0.0,133,0.8704305886185765,AR,1
Arkansas,Not working,Black or African American,Male,,0.3333333333333333,0.0,513,2.8872674969585206,AR,1
Arkansas,Not working,Multi-racial and Other,Female,,1.0,0.0,98,2.8696110077689028,AR,1
Arkansas,Not working,White,Female,,0.875,0.0,978,1.446758588655157,AR,1
Arkansas,Not working,White,Male,,1.0,0.0,91,0.13791519343145933,AR,1
Arkansas,STEM,Asian,Female,-1.0002031776220726,1.0,47704.604486422664,39,0.7245014928650613,AR,0
Arkansas,STEM,Asian,Male,-0.656819674356181,0.6666666666666666,83483.05785123968,635,8.749829567844477,AR,0
Arkansas,STEM,Black or African American,Female,-1.0093914477836925,1.0,25999.009445100357,165,0.29573740820969047,AR,0
Arkansas,STEM,Black or African American,Male,1.7770012503403498,1.0,23852.302243211332,218,0.33602064801355225,AR,0
Arkansas,STEM,Multi-racial and Other,Male,0.35088788817857614,0.75,76327.36717827628,553,2.6068480928300874,AR,0
Arkansas,STEM,White,Female,-0.29664444820395747,0.8,38759.99114521842,873,0.3536806278049663,AR,0
Arkansas,STEM,White,Male,0.3440929817732092,0.9,42635.99025974026,4137,1.7171018499130881,AR,0
Arkansas,STEM-related,Asian,Female,-0.08563199093178583,1.0,4770.460448642268,51,0.46486463777414533,AR,0
Arkansas,STEM-related,Black or African American,Female,1.113312195264139,0.8,35778.453364817,961,0.8451374813791215,AR,0
Arkansas,STEM-related,Black or African American,Male,-0.6928007739071467,1.0,2385.230224321134,219,0.16562856652977084,AR,0
Arkansas,STEM-related,Multi-racial and Other,Female,0.14117224803051245,1.0,83483.05785123968,132,0.5193885325356997,AR,0
Arkansas,STEM-related,Multi-racial and Other,Male,-0.6928007739071467,1.0,27430.147579693043,153,0.353886243660282,AR,0
Arkansas,STEM-related,White,Female,0.19185956715778318,0.9320388349514563,39237.037190082636,10777,2.1422816552742536,AR,0
Arkansas,STEM-related,White,Male,0.06916881092877868,0.9,37686.63754427391,1199,0.24418072295490667,AR,0
California,Non-STEM,Asian,Female,0.036622774371098885,0.9168343393695506,16922.532216494845,149027,0.8439668764282929,CA,0
California,Non-STEM,Asian,Male,0.010023054027513103,0.8962199312714777,16922.532216494845,145749,0.7885964891930692,CA,0
California,Non-STEM,Black or African American,Female,0.1599628824541015,0.9174664107485605,15620.798969072162,77829,1.0156617131872232,CA,0
California,Non-STEM,Black or African American,Male,0.062313961364146464,0.8227194492254734,13017.332474226805,86809,1.0390851700429047,CA,0
California,Non-STEM,Multi-racial and Other,Female,-0.07460690450025863,0.8824228028503563,15620.798969072162,309381,1.042881275856127,CA,0
California,Non-STEM,Multi-racial and Other,Male,0.04411252848644207,0.7978062157221206,19092.087628865982,340633,1.0493438754073854,CA,0
California,Non-STEM,Native American or Hawaiian,Female,-0.1570193751660725,0.8689655172413793,10413.865979381444,15173,1.0644717156836754,CA,0
California,Non-STEM,Native American or Hawaiian,Male,-0.04199264583580382,0.7978142076502732,17616.789948453606,18684,1.0593263504084238,CA,0
California,Non-STEM,White,Female,-0.07090136628332072,0.9027932960893855,15967.927835051543,722964,1.0250481375719562,CA,0
California,Non-STEM,White,Male,0.02292199429365706,0.8637863786378638,19092.087628865982,792647,1.0177025957553743,CA,0
California,Not working,Asian,Female,,0.8571428571428571,0.0,2986,1.2025627504433505,CA,1
California,Not working,Asian,Male,,0.8333333333333334,0.0,3672,1.4128935061075707,CA,1
California,Not working,Black or African American,Female,,1.0,0.0,1838,1.7057313794803068,CA,1
California,Not working,Black or African American,Male,,0.9166666666666666,0.0,1781,1.5160300633776813,CA,1
California,Not working,Multi-racial and Other,Female,,0.8064516129032258,0.0,3881,0.9303414589067148,CA,1
California,Not working,Multi-racial and Other,Male,,0.7222222222222222,0.0,4082,0.8942554877194049,CA,1
California,Not working,Native American or Hawaiian,Male,,0.6666666666666666,0.0,401,1.6168204376269224,CA,1
California,Not working,White,Female,,0.9,0.0,10808,1.0897589028835808,CA,1
California,Not working,White,Male,,0.8253968253968254,0.0,7940,0.7249683806965448,CA,1
California,STEM,Asian,Female,0.2048791445623475,0.9612903225806452,52069.32989690722,33510,2.267226781626636,CA,0
California,STEM,Asian,Male,0.16879390133771446,0.9637096774193549,60747.551546391755,51468,3.326952803852205,CA,0
California,STEM,Black or African American,Female,0.17959690306658146,0.9411764705882353,43391.10824742267,2518,0.39257573182674227,CA,0
California,STEM,Black or African American,Male,0.0913059894657199,0.972972972972973,39051.99742268041,5605,0.8015342823596724,CA,0
California,STEM,Multi-racial and Other,Female,0.5273001356452698,0.9130434782608695,36448.53092783505,7045,0.2837150152094941,CA,0
California,STEM,Multi-racial and Other,Male,0.12552239311514687,0.9664429530201343,41655.463917525776,18000,0.6624661771777727,CA,0
California,STEM,Native American or Hawaiian,Female,-0.039029977471788144,1.0,29505.95360824742,236,0.19780386054597493,CA,0
California,STEM,Native American or Hawaiian,Male,0.28338287456912437,0.8461538461538461,30373.775773195877,938,0.635364356077394,CA,0
California,STEM,White,Female,0.045176785171285296,0.9711538461538461,43391.10824742267,31413,0.5321047002699353,CA,0
California,STEM,White,Male,0.1901039838609904,0.9514415781487102,52069.32989690722,71824,1.1017187537872486,CA,0
California,STEM-related,Asian,Female,0.024617405518389552,0.9554140127388535,27249.615979381444,15448,2.16704743404209,CA,0
California,STEM-related,Asian,Male,0.003911088822247844,0.9761904761904762,34712.886597938144,9462,1.2681420780849237,CA,0
California,STEM-related,Black or African American,Female,-0.12051404350614674,0.8857142857142857,26034.66494845361,5029,1.6256422593211464,CA,0
California,STEM-related,Black or African American,Male,-0.5419545974560797,0.8333333333333334,55974.52963917526,889,0.26358692759384456,CA,0
California,STEM-related,Multi-racial and Other,Female,0.05177135576058491,0.9166666666666666,21695.554123711336,17332,1.4471902414194462,CA,0
California,STEM-related,Multi-racial and Other,Male,0.030798793262886523,0.8409090909090909,24299.0206185567,6741,0.5143883849629732,CA,0
California,STEM-related,Native American or Hawaiian,Female,-0.04510596970730325,1.0,32543.33118556701,814,1.414564604987916,CA,0
California,STEM-related,Native American or Hawaiian,Male,-0.9647580893222382,1.0,30894.46907216495,51,0.07162519322993051,CA,0
California,STEM-related,White,Female,-0.03420841254076194,0.9394812680115274,30373.775773195877,37539,1.3183963798044118,CA,0
California,STEM-related,White,Male,0.11307551334005371,0.9918032786885246,26034.66494845361,14036,0.4463958364830426,CA,0
Colorado,Non-STEM,Asian,Female,-0.14084484446444312,0.8,19826.20215897939,6214,0.9101434406613536,CO,0
Colorado,Non-STEM,Asian,Male,-0.15718773021366508,0.84375,19826.20215897939,6737,0.8497272241869854,CO,0
Colorado,Non-STEM,Black or African American,Female,0.03919967935320625,0.8620689655172413,22304.477428851813,9269,0.99571468645042,CO,0
Colorado,Non-STEM,Black or African American,Male,-0.07706019506129928,0.7111111111111111,19826.20215897939,14122,1.1073696302470257,CO,0
Colorado,Non-STEM,Multi-racial and Other,Female,-0.04066494470195537,0.8823529411764706,18834.892051030423,18458,0.9674613630169248,CO,0
Colorado,Non-STEM,Multi-racial and Other,Male,0.20759575928584154,0.816793893129771,29739.30323846908,17834,0.9878857113926032,CO,0
Colorado,Non-STEM,Native American or Hawaiian,Female,0.18498759269971102,0.8666666666666667,19330.54710500491,2165,1.0448905221324087,CO,0
Colorado,Non-STEM,Native American or Hawaiian,Male,-0.1387816892119149,0.8636363636363636,19826.20215897939,3290,1.1191119384427017,CO,0
Colorado,Non-STEM,White,Female,-0.06312760801011931,0.9059515062454078,21015.774288518158,158084,0.9926369408782424,CO,0
Colorado,Non-STEM,White,Male,0.00601771394037064,0.8372093023255814,27756.683022571142,172356,1.012004379808693,CO,0
Colorado,Not working,Black or African American,Male,,0.0,0.0,324,6.336514096276692,CO,1
Colorado,Not working,Multi-racial and Other,Female,,1.0,0.0,491,6.418587616112636,CO,1
Colorado,Not working,Multi-racial and Other,Male,,1.0,0.0,10,0.13815510432786146,CO,1
Colorado,Not working,Native American or Hawaiian,Female,,1.0,0.0,33,3.972243129777377,CO,1
Colorado,Not working,White,Female,,0.75,0.0,407,0.6373909895701859,CO,1
Colorado,Not working,White,Male,,1.0,0.0,373,0.5462278142379954,CO,1
Colorado,STEM,Asian,Female,0.1609344183194853,0.9285714285714286,32465.40603532875,1387,2.11359262253226,CO,0
Colorado,STEM,Asian,Male,-0.24519805202236972,1.0,57991.64131501471,2481,3.255711985690291,CO,0
Colorado,STEM,Black or African American,Female,0.051409383164406026,1.0,41337.63150147203,738,0.8248303283858074,CO,0
Colorado,STEM,Black or African American,Male,-0.2800822073943173,1.0,67904.74239450441,381,0.31083334781010596,CO,0
Colorado,STEM,Multi-racial and Other,Female,0.38553916717417575,1.0,10904.411187438665,1302,0.7100128375434971,CO,0
Colorado,STEM,Multi-racial and Other,Male,-0.11417467305462706,1.0,59478.60647693818,1618,0.9324867888719554,CO,0
Colorado,STEM,Native American or Hawaiian,Male,,1.0,0.0,128,0.4529954388005268,CO,1
Colorado,STEM,White,Female,0.13294321482513183,0.9789473684210527,39652.40431795878,10279,0.671521020441014,CO,0
Colorado,STEM,White,Male,0.08389333250801437,0.96875,55017.710991167805,20952,1.2799343652055373,CO,0
Colorado,STEM-related,Asian,Female,0.04329408485452829,1.0,31672.357948969577,337,0.7894097405929463,CO,0
Colorado,STEM-related,Black or African American,Female,-0.47725695153627645,1.0,30334.089303238463,816,1.401929501436707,CO,0
Colorado,STEM-related,Multi-racial and Other,Female,0.056517109043154545,1.0,27756.683022571142,1931,1.618695828135113,CO,0
Colorado,STEM-related,Multi-racial and Other,Male,-0.42971272955064455,0.8,31424.530421982334,1527,1.3527918062071704,CO,0
Colorado,STEM-related,Native American or Hawaiian,Female,-0.04234117126549411,0.5,31226.26840039254,211,1.6286558736765524,CO,0
Colorado,STEM-related,White,Female,0.01876908691973685,0.9407407407407408,31721.923454367028,16390,1.6459455195114174,CO,0
Colorado,STEM-related,White,Male,-0.1536043035828354,0.975,32415.840529931305,4332,0.4067976345620106,CO,0
Connecticut,Non-STEM,Asian,Female,0.3043127912528134,0.9090909090909091,19240.857142857145,3892,0.6892951604744929,CT,0
Connecticut,Non-STEM,Asian,Male,-0.15082754794482003,0.9534883720930233,18856.04,4228,0.7083268370810218,CT,0
Connecticut,Non-STEM,Black or African American,Female,0.08832012148262951,0.9176470588235294,19240.857142857145,13756,1.0361725249047877,CT,0
Connecticut,Non-STEM,Black or African American,Male,0.3229727185590921,0.93,9620.428571428572,16420,1.0467796057030234,CT,0
Connecticut,Non-STEM,Multi-racial and Other,Female,-0.14352884141570574,0.9186046511627907,13372.395714285714,14508,1.0833635901975198,CT,0
Connecticut,Non-STEM,Multi-racial and Other,Male,-0.15145303114622813,0.8470588235294118,15392.685714285715,13095,1.0673795477076837,CT,0
Connecticut,Non-STEM,Native American or Hawaiian,Female,0.7664580114786924,1.0,7503.934285714286,385,0.8797288707000951,CT,0
Connecticut,Non-STEM,Native American or Hawaiian,Male,-0.17115629029854026,0.6,20299.10428571429,341,1.0268374636964566,CT,0
Connecticut,Non-STEM,White,Female,0.030763379435053227,0.9481132075471698,17316.771428571432,70400,1.0019907786026983,CT,0
Connecticut,Non-STEM,White,Male,0.04330052258630779,0.9198813056379822,23089.028571428575,80404,1.0030210097214691,CT,0
Connecticut,Not working,Asian,Male,,1.0,0.0,224,4.269760525079675,CT,1
Connecticut,Not working,Black or African American,Male,,1.0,0.0,398,2.88683494269615,CT,1
Connecticut,Not working,Multi-racial and Other,Male,,1.0,0.0,140,1.2983691601583465,CT,1
Connecticut,Not working,Native American or Hawaiian,Female,,1.0,0.0,70,18.198807728219492,CT,1
Connecticut,Not working,White,Female,,1.0,0.0,249,0.40322476182449035,CT,1
Connecticut,Not working,White,Male,,0.8333333333333334,0.0,830,1.178059562630129,CT,1
Connecticut,STEM,Asian,Female,-0.5183286414659302,0.8461538461538461,48102.142857142855,1886,3.5231349839560746,CT,0
Connecticut,STEM,Asian,Male,-0.05884332276658043,1.0,55317.46428571429,2317,4.094302707344557,CT,0
Connecticut,STEM,Black or African American,Female,-0.5745931509266967,1.0,9620.428571428572,256,0.20339256219241544,CT,0
Connecticut,STEM,Black or African American,Male,0.8873903811753292,1.0,66861.97857142857,992,0.6670355321392549,CT,0
Connecticut,STEM,Multi-racial and Other,Female,1.2430905042854035,1.0,36701.935000000005,219,0.17249082539359614,CT,0
Connecticut,STEM,Multi-racial and Other,Male,-0.02691920974775932,1.0,48102.142857142855,973,0.8365297895694709,CT,0
Connecticut,STEM,Native American or Hawaiian,Female,,1.0,0.0,55,1.325580178709691,CT,1
Connecticut,STEM,Native American or Hawaiian,Male,-0.7664291229947723,1.0,34056.317142857144,46,1.46103410817615,CT,0
Connecticut,STEM,White,Female,0.35300134735610017,0.9666666666666667,49064.185714285704,3281,0.49255246027608995,CT,0
Connecticut,STEM,White,Male,-0.12276173555125604,0.9711538461538461,48102.142857142855,10589,1.393293208517046,CT,0
Connecticut,STEM-related,Asian,Female,0.395147466154465,1.0,30785.37142857143,802,2.299920911075437,CT,0
Connecticut,STEM-related,Asian,Male,0.46508420247409615,1.0,33671.5,187,0.5072785051893488,CT,0
Connecticut,STEM-related,Black or African American,Female,-0.11567212778908913,1.0,25205.52285714286,1459,1.779513688221808,CT,0
Connecticut,STEM-related,Black or African American,Male,-0.5034989613899927,1.0,55798.48571428572,470,0.4851612359686054,CT,0
Connecticut,STEM-related,Multi-racial and Other,Female,-0.33463995714572514,0.8571428571428571,42329.885714285716,879,1.0628248489931407,CT,0
Connecticut,STEM-related,Multi-racial and Other,Male,1.7655363042694456,1.0,48102.142857142855,89,0.11746527958134997,CT,0
Connecticut,STEM-related,White,Female,-0.051967159190102315,0.9733333333333334,45216.014285714286,7948,1.8317030133464407,CT,0
Connecticut,STEM-related,White,Male,0.2611282182611686,1.0,55317.46428571429,1594,0.3219784668390061,CT,0
Delaware,Non-STEM,Asian,Female,-0.13124382313911892,1.0,25406.061368209248,278,0.403589732752272,DE,0
Delaware,Non-STEM,Asian,Male,-0.1449156508493308,1.0,30487.273641851105,1205,0.9404705937509481,DE,0
Delaware,Non-STEM,Black or African American,Female,0.3864663190937663,0.9473684210526315,15345.261066398389,10326,1.1013482608895346,DE,0
Delaware,Non-STEM,Black or African American,Male,-0.28963103231252935,0.7297297297297297,13211.151911468809,7032,0.9770870518542125,DE,0
Delaware,Non-STEM,Multi-racial and Other,Female,-0.05330018335989528,0.8461538461538461,6097.454728370221,1334,1.0205418496217786,DE,0
Delaware,Non-STEM,Multi-racial and Other,Male,-0.07767697780663549,0.75,29877.528169014084,2238,0.9965279416607066,DE,0
Delaware,Non-STEM,White,Female,-0.03184959778079418,0.9264705882352942,20324.8490945674,15574,0.9307196270774193,DE,0
Delaware,Non-STEM,White,Male,-0.0806820766147626,0.8804347826086957,25406.061368209248,20120,1.043677253676745,DE,0
Delaware,Not working,Asian,Female,,1.0,0.0,114,16.841955300672396,DE,1
Delaware,Not working,Black or African American,Male,,1.0,0.0,178,2.5169045393020713,DE,1
Delaware,Not working,Multi-racial and Other,Male,,1.0,0.0,279,12.642295786201986,DE,1
Delaware,STEM,Asian,Female,-0.347946482913596,1.0,76218.18410462777,380,10.267730596502176,DE,0
Delaware,STEM,Asian,Male,0.7887131136548668,1.0,38617.213279678064,231,3.3555654096456276,DE,0
Delaware,STEM,Black or African American,Male,-0.6609517065638532,1.0,81299.39637826961,317,0.8198024529533972,DE,0
Delaware,STEM,White,Female,0.168946595906283,0.9090909090909091,24999.56438631791,1292,1.43706618693073,DE,0
Delaware,STEM,White,Male,-0.29954267027220044,0.875,43698.42555331992,902,0.870843941313903,DE,0
Delaware,STEM-related,Black or African American,Female,0.06548943819506986,1.0,37550.15870221327,182,0.3393371252983803,DE,0
Delaware,STEM-related,Black or African American,Male,-1.0575031661440668,1.0,13211.151911468809,539,1.3092138772097703,DE,0
Delaware,STEM-related,Multi-racial and Other,Female,1.599916274864877,1.0,81299.39637826961,131,1.7519177930286716,DE,0
Delaware,STEM-related,White,Female,0.15520323727095967,1.0,50812.122736418496,1888,1.9723688308708343,DE,0
Delaware,STEM-related,White,Male,0.380868042289884,0.75,45730.91046277665,584,0.5295640901995736,DE,0
District of Columbia,Non-STEM,Asian,Female,0.12855991881332185,1.0,43843.09895833333,817,0.8856260289826724,DC,0
District of Columbia,Non-STEM,Asian,Male,0.6448037397675562,1.0,51734.85677083333,1583,0.9575426217578876,DC,0
District of Columbia,Non-STEM,Black or African American,Female,0.22981758240299333,0.9540229885057471,21921.549479166664,13901,1.1778917337533097,DC,0
District of Columbia,Non-STEM,Black or African American,Male,-0.14975184341365003,0.8936170212765957,15783.515624999998,9046,0.9591790387601984,DC,0
District of Columbia,Non-STEM,Multi-racial and Other,Female,-0.06840986485488727,1.0,35074.479166666664,1668,1.2105216386741313,DC,0
District of Columbia,Non-STEM,Multi-racial and Other,Male,-0.3562553136029346,1.0,34197.6171875,2011,0.9381027110284029,DC,0
District of Columbia,Non-STEM,Native American or Hawaiian,Male,-0.7428608348128296,1.0,17537.239583333332,92,1.2823691460055098,DC,0
District of Columbia,Non-STEM,White,Female,-0.057454162141956304,0.9743589743589743,39458.7890625,15671,0.9889767168824971,DC,0
District of Columbia,Non-STEM,White,Male,-0.10226140901285803,0.9387755102040817,38581.927083333336,11839,0.8847816492545736,DC,0
District of Columbia,Not working,Black or African American,Female,,1.0,0.0,570,1.5194727104532837,DC,1
District of Columbia,Not working,Black or African American,Male,,0.5,0.0,1230,4.103051099718868,DC,1
District of Columbia,STEM,Asian,Female,-0.032681027845156294,1.0,35074.479166666664,280,1.5008463419221367,DC,0
District of Columbia,STEM,Asian,Male,-0.37042115960272065,1.0,61380.33854166666,407,1.2173669096277162,DC,0
District of Columbia,STEM,Black or African American,Female,0.5019146180893277,1.0,40774.08203124999,406,0.17011211659945402,DC,0
District of Columbia,STEM,Black or African American,Male,0.15766625110506258,1.0,59626.61458333332,1518,0.7959114483408897,DC,0
District of Columbia,STEM,Multi-racial and Other,Female,-0.2794605742923718,0.6666666666666666,35951.34114583333,99,0.35527249783105924,DC,0
District of Columbia,STEM,Multi-racial and Other,Male,-0.383625822654874,0.8333333333333334,55242.30468749999,738,1.7023331889524618,DC,0
District of Columbia,STEM,White,Female,-0.06035201149223317,0.9777777777777777,52611.71875,3200,0.9985946133261462,DC,0
District of Columbia,STEM,White,Male,0.008565611525375369,1.0,61380.33854166666,4804,1.7753090574835024,DC,0
District of Columbia,STEM-related,Asian,Female,-0.5497582708788695,1.0,61380.33854166666,86,1.928077765915604,DC,0
District of Columbia,STEM-related,Asian,Male,,0.0,0.0,130,1.6263661672891658,DC,1
District of Columbia,STEM-related,Black or African American,Female,-0.1166718963072943,0.5,96454.81770833334,257,0.4503915496364931,DC,0
District of Columbia,STEM-related,Black or African American,Male,-1.7195929027232946,1.0,0.0,300,0.6579033992672205,DC,0
