ST,OCCPSTEM,SEX,RAC1P,JWMNP_ZSCORE,HICOV,ADJWAGPRPP,PWGTP,REP_RATIO,ST_CODE,NaN_Flag
Georgia,STEM-related,Male,Two or More Races,-0.1920467724004882,1.0,1625.7698497854078,119,0.24392140051258726,GA,0
Georgia,STEM-related,Female,White alone,0.023343381550551667,0.9432989690721649,43353.862660944214,19316,2.0989047567363746,GA,0
Georgia,STEM-related,Male,White alone,0.5342226184117385,0.8333333333333334,33870.20520386266,3373,0.36481419930190023,GA,0
Hawaii,Non-STEM,Female,American Indian alone,-0.6190265880518012,1.0,4233.633696563286,332,1.1222485030578107,HI,0
Hawaii,Non-STEM,Male,American Indian alone,-0.681419380918569,1.0,24639.748113998325,454,1.1222485030578107,HI,0
Hawaii,Non-STEM,Female,Asian alone,-0.05845781010902889,0.9285714285714286,19305.369656328585,15355,1.0084343261032704,HI,0
Hawaii,Non-STEM,Male,Asian alone,0.06548558881124313,0.9655172413793104,19474.715004191115,14958,0.9693707402401531,HI,0
Hawaii,Non-STEM,Female,Black or African American alone,-0.42590848316807794,1.0,26671.892288348703,1552,0.93843193790179,HI,0
Hawaii,Non-STEM,Male,Black or African American alone,-0.2916662118076109,1.0,25020.775146689026,1167,0.660779012648065,HI,0
Hawaii,Non-STEM,Female,Native Hawaiian and Other Pacific Islander alone,0.2628551881693693,0.9259259259259259,10372.402556580051,4495,1.0546742674565877,HI,0
Hawaii,Non-STEM,Male,Native Hawaiian and Other Pacific Islander alone,0.3470285828095811,0.8260869565217391,20321.44174350377,4816,1.1222485030578107,HI,0
Hawaii,Non-STEM,Female,Some Other Race alone,-0.7273914691690136,0.9090909090909091,8382.594719195306,2067,1.1051394263080012,HI,0
Hawaii,Non-STEM,Male,Some Other Race alone,-0.44763060089435563,1.0,24385.730092204532,1565,0.9200203809771993,HI,0
Hawaii,Non-STEM,Female,Two or More Races,0.13182078366345842,0.9514563106796117,16934.534786253145,12619,1.0832749835605073,HI,0
Hawaii,Non-STEM,Male,Two or More Races,0.2906275584653496,0.9651162790697675,23411.99434199497,9097,0.8944361864654726,HI,0
Hawaii,Non-STEM,Female,White alone,-0.03235587448820312,0.9425287356321839,15241.081307627826,10668,0.9971803290538669,HI,0
Hawaii,Non-STEM,Male,White alone,-0.32055236465671355,0.9657142857142857,22014.895222129086,14713,1.0190484617348374,HI,0
Hawaii,Not working,Male,Asian alone,,0.0,0.0,113,1.247425214063748,HI,1
Hawaii,Not working,Female,Black or African American alone,,1.0,0.0,108,11.123834407660055,HI,1
Hawaii,Not working,Female,Native Hawaiian and Other Pacific Islander alone,,1.0,0.0,200,7.993525162658281,HI,1
Hawaii,Not working,Female,Two or More Races,,1.0,0.0,35,0.5118014533216589,HI,1
Hawaii,Not working,Male,Two or More Races,,0.5,0.0,95,1.59108898328127,HI,1
Hawaii,STEM,Female,Asian alone,0.6153433407836505,0.75,6773.813914501257,494,0.4532690279231937,HI,0
Hawaii,STEM,Male,Asian alone,0.18792910304632746,0.9,33869.06957250629,1244,1.1263362310589586,HI,0
Hawaii,STEM,Female,Black or African American alone,2.1118595980777553,1.0,22014.895222129086,64,0.5406576259354692,HI,0
Hawaii,STEM,Male,Black or African American alone,-0.3621170804547706,1.0,58424.145012573346,486,3.844615832459387,HI,0
Hawaii,STEM,Female,Native Hawaiian and Other Pacific Islander alone,-0.6548025760985,1.0,53343.7845766974,26,0.08523015888675388,HI,0
Hawaii,STEM,Male,Some Other Race alone,-0.6222369602668343,1.0,22861.621961441742,344,2.825353837785354,HI,0
Hawaii,STEM,Female,Two or More Races,0.17294289055390702,1.0,52920.42120704109,358,0.42936644017915104,HI,0
Hawaii,STEM,Male,Two or More Races,1.0379001010674325,1.0,50803.60435875943,1635,2.2459507038488065,HI,0
Hawaii,STEM,Female,White alone,-0.13416196319637344,0.7777777777777778,38102.70326906957,746,0.9742284757194689,HI,0
Hawaii,STEM,Male,White alone,0.08162931582432162,0.9375,25401.802179379723,1321,1.2782850701698385,HI,0
Hawaii,STEM-related,Female,Asian alone,-0.015916146621442407,0.9166666666666666,23920.030385582566,1239,1.8162448730109957,HI,0
Hawaii,STEM-related,Male,Asian alone,-0.019189392956653818,1.0,31328.88935456832,1002,1.4494037977019,HI,0
Hawaii,STEM-related,Female,Black or African American alone,-0.6367110664977846,1.0,20321.44174350377,132,1.7815183074336791,HI,0
Hawaii,STEM-related,Male,Black or African American alone,1.507975891728733,1.0,33869.06957250629,329,4.158020040051306,HI,0
Hawaii,STEM-related,Female,Native Hawaiian and Other Pacific Islander alone,,1.0,3598.588642078793,62,0.3247025048831536,HI,1
Hawaii,STEM-related,Female,Some Other Race alone,-0.6905785641451988,1.0,4233.633696563286,32,0.3818843580460431,HI,0
Hawaii,STEM-related,Female,Two or More Races,2.1118595980777553,1.0,5080.360435875943,61,0.11688234175365571,HI,0
Hawaii,STEM-related,Male,Two or More Races,0.49681584821542746,1.0,32175.616093880973,587,1.2882334250842833,HI,0
Hawaii,STEM-related,Female,White alone,0.14719827461008098,1.0,38102.70326906957,592,1.2351442986394239,HI,0
Hawaii,STEM-related,Male,White alone,-0.42557491963836835,1.0,50803.60435875943,169,0.26126762832120387,HI,0
Idaho,Non-STEM,Male,Alaska Native alone,1.4467761364056149,0.0,54780.09761388286,78,1.0936300585819136,ID,0
Idaho,Non-STEM,Female,American Indian alone,0.050021280839200835,0.75,8217.01464208243,501,0.8534402793606524,ID,0
Idaho,Non-STEM,Male,American Indian alone,-0.1785179007592759,0.7,21473.798264642082,717,0.6036433810648438,ID,0
Idaho,Non-STEM,Male,"American Indian and Alaska Native tribes specified; or American Indian or Alaska Native, not specified and no other races",-0.05598463519939034,1.0,8764.815618221259,476,1.0936300585819136,ID,0
Idaho,Non-STEM,Female,Asian alone,-0.5073646886414036,1.0,4930.208785249458,225,1.0936300585819136,ID,0
Idaho,Non-STEM,Male,Asian alone,-0.34510481669830695,0.875,23007.640997830804,1160,0.9818969566215325,ID,0
Idaho,Non-STEM,Female,Black or African American alone,0.1399849515644444,1.0,10956.019522776573,748,1.0936300585819136,ID,0
Idaho,Non-STEM,Male,Black or African American alone,-0.13638151813920119,0.75,30129.053687635576,552,0.8049117231162886,ID,0
Idaho,Non-STEM,Female,Native Hawaiian and Other Pacific Islander alone,-0.5113426833494455,1.0,26294.446854663773,157,1.0936300585819136,ID,0
Idaho,Non-STEM,Male,Native Hawaiian and Other Pacific Islander alone,0.545297322006446,1.0,49849.888828633404,79,1.0936300585819136,ID,0
Idaho,Non-STEM,Female,Some Other Race alone,-2.7754884937265928e-05,0.8947368421052632,10517.77874186551,4409,1.044134891357223,ID,0
Idaho,Non-STEM,Male,Some Other Race alone,-0.44527896524814453,0.6111111111111112,30129.053687635576,2499,1.056020678669321,ID,0
Idaho,Non-STEM,Female,Two or More Races,0.26622861285903804,1.0,30512.514370932753,1676,0.9687758869890525,ID,0
Idaho,Non-STEM,Male,Two or More Races,0.5722036438701111,0.8666666666666667,24103.242950108463,2557,1.0418822875536338,ID,0
Idaho,Non-STEM,Female,White alone,0.004544006649397541,0.8253164556962025,16434.02928416486,48100,1.0188376327746904,ID,0
Idaho,Non-STEM,Male,White alone,0.11387827823294358,0.7658643326039387,24103.242950108463,54874,0.9874756196768948,ID,0
Idaho,Not working,Female,White alone,,1.0,0.0,80,0.4995633021556433,ID,1
Idaho,Not working,Male,White alone,,1.0,0.0,323,1.7135742376779488,ID,1
Idaho,STEM,Female,American Indian alone,-0.2996907876897103,1.0,10956.019522776573,141,4.300251249204284,ID,0
Idaho,STEM,Male,American Indian alone,-0.8473964136746958,0.0,7888.334056399133,582,8.77250409620977,ID,0
Idaho,STEM,Male,Asian alone,-0.14962796452640514,1.0,98604.17570498916,132,2.000419888141799,ID,0
Idaho,STEM,Male,Black or African American alone,0.06648900694620868,1.0,43824.07809110629,198,5.1690849909584085,ID,0
Idaho,STEM,Male,Some Other Race alone,-0.14962796452640514,1.0,62449.31127982648,89,0.6733416529016475,ID,0
Idaho,STEM,Female,Two or More Races,-0.1617387533880964,1.0,56040.039859002165,216,2.23533369780058,ID,0
Idaho,STEM,Male,Two or More Races,-0.05783373404137097,1.0,28485.650759219086,127,0.9264691350705048,ID,0
Idaho,STEM,Female,White alone,0.2953646702948447,0.8,31553.336225596526,1019,0.3864322765471105,ID,0
Idaho,STEM,Male,White alone,0.5336054673156428,0.9736842105263158,44919.68004338395,4132,1.3312492727931007,ID,0
Idaho,STEM-related,Female,Some Other Race alone,-0.41594155035257674,1.0,405.37272234273314,209,1.4395157472780924,ID,0
Idaho,STEM-related,Female,White alone,0.23515312800015997,1.0,31717.676518438177,2432,1.4982251964184128,ID,0
Idaho,STEM-related,Male,White alone,-0.1746200710241092,1.0,28485.65075921909,1444,0.7557542191892895,ID,0
Illinois,Non-STEM,Male,Alaska Native alone,0.15997538413051543,1.0,24890.63655030801,149,1.1665267692805565,IL,0
Illinois,Non-STEM,Female,American Indian alone,0.1671189010555955,0.6666666666666666,44595.723819301835,385,1.1665267692805565,IL,0
Illinois,Non-STEM,Male,American Indian alone,-0.2854566838887339,1.0,23334.97176591376,928,1.1665267692805565,IL,0
Illinois,Non-STEM,Female,"American Indian and Alaska Native tribes specified; or American Indian or Alaska Native, not specified and no other races",-0.030286157462788937,1.0,13482.428131416837,379,1.1665267692805565,IL,0
Illinois,Non-STEM,Male,"American Indian and Alaska Native tribes specified; or American Indian or Alaska Native, not specified and no other races",-0.166125853871956,0.5,20949.61909650924,393,1.1665267692805565,IL,0
Illinois,Non-STEM,Female,Asian alone,0.06991900378492019,0.8910256410256411,15038.092915811087,18843,0.8580911896296662,IL,0
Illinois,Non-STEM,Male,Asian alone,-0.0972059371231412,0.9194630872483222,19601.376283367557,17142,0.7283144623764314,IL,0
Illinois,Non-STEM,Female,Black or African American alone,-0.0251824597374712,0.9108910891089109,16593.75770020534,67226,1.0292946303489308,IL,0
Illinois,Non-STEM,Male,Black or African American alone,0.06523506408735642,0.7987421383647799,13482.428131416837,55416,0.9885499586569102,IL,0
Illinois,Non-STEM,Female,Native Hawaiian and Other Pacific Islander alone,-0.5482209068025964,1.0,18149.42248459959,251,1.1665267692805565,IL,0
Illinois,Non-STEM,Male,Native Hawaiian and Other Pacific Islander alone,,0.0,155566.47843942506,58,1.1665267692805565,IL,1
Illinois,Non-STEM,Female,Some Other Race alone,-0.08640475637082405,0.8291139240506329,20742.197125256676,29132,1.0194773457335207,IL,0
Illinois,Non-STEM,Male,Some Other Race alone,0.08092874290443806,0.8010204081632653,25927.74640657084,32809,1.0759186093929436,IL,0
Illinois,Non-STEM,Female,Two or More Races,0.1798166207524992,0.8556701030927835,20742.197125256676,15382,1.0304074173121351,IL,0
Illinois,Non-STEM,Male,Two or More Races,0.0805781935835111,0.8888888888888888,22816.416837782337,14139,0.9711783542870983,IL,0
Illinois,Non-STEM,Female,White alone,-0.029385176862206965,0.9223341729638959,20742.197125256676,249538,0.9931753980911572,IL,0
Illinois,Non-STEM,Male,White alone,0.055081370080367266,0.8772321428571429,28001.96611909651,288886,1.0236888539327234,IL,0
Illinois,Not working,Female,Black or African American alone,,1.0,0.0,3041,2.7732901448525538,IL,1
Illinois,Not working,Male,Black or African American alone,,0.7777777777777778,0.0,4664,4.955625073362714,IL,1
Illinois,Not working,Female,Some Other Race alone,,1.0,0.0,569,1.1860308806925284,IL,1
Illinois,Not working,Female,Two or More Races,,1.0,0.0,104,0.4149597379891796,IL,1
Illinois,Not working,Male,Two or More Races,,0.6666666666666666,0.0,275,1.1250956506673433,IL,1
Illinois,Not working,Female,White alone,,0.7692307692307693,0.0,2631,0.6237155381860595,IL,1
Illinois,Not working,Male,White alone,,0.6666666666666666,0.0,1997,0.42149846385340684,IL,1
Illinois,STEM,Female,Asian alone,0.23610703344189454,0.9583333333333334,34743.18018480493,3563,2.02619105507398,IL,0
Illinois,STEM,Male,Asian alone,0.2267690646053729,0.9310344827586207,57041.04209445585,8459,4.488049567643905,IL,0
Illinois,STEM,Female,Black or African American alone,0.3597323949412677,1.0,51855.49281314168,2820,0.5391786921236493,IL,0
Illinois,STEM,Male,Black or African American alone,0.12685295119824816,1.0,42002.94917864476,3152,0.7021515082865915,IL,0
Illinois,STEM,Female,Some Other Race alone,0.7844323225761333,1.0,51855.49281314168,318,0.13896824562443194,IL,0
Illinois,STEM,Male,Some Other Race alone,0.16730181571597152,0.75,56522.487166324434,2191,0.89724279570125,IL,0
Illinois,STEM,Female,Two or More Races,0.34387244053136956,1.0,45632.83367556469,266,0.2225148411105502,IL,0
Illinois,STEM,Male,Two or More Races,0.45087481156814097,1.0,43040.059034907594,1972,1.6914859197524517,IL,0
Illinois,STEM,Female,White alone,0.3158236166271528,0.9834710743801653,49781.27310061602,11441,0.568636097189109,IL,0
Illinois,STEM,Male,White alone,0.24949963203110892,0.960431654676259,51855.49281314168,29165,1.2905791259538202,IL,0
Illinois,STEM-related,Female,Asian alone,0.025121275921106988,0.9259259259259259,37335.95482546201,3210,2.0985171880542866,IL,0
Illinois,STEM-related,Male,Asian alone,0.2695267288348574,0.9473684210526315,39825.018480492814,1855,1.1314241922330717,IL,0
Illinois,STEM-related,Female,Black or African American alone,-0.3182615805569943,0.9166666666666666,40447.28439425051,3102,0.6818177967289579,IL,0
Illinois,STEM-related,Male,Black or African American alone,0.15039320832529296,0.7,27327.84471252567,2161,0.5534040307407515,IL,0
Illinois,STEM-related,Female,Some Other Race alone,0.0013075196661687521,0.7777777777777778,51855.49281314168,3315,1.665386019370205,IL,0
Illinois,STEM-related,Male,Some Other Race alone,-0.06293842746450178,1.0,43714.18044147843,572,0.2692815249123239,IL,0
Illinois,STEM-related,Female,Two or More Races,0.32887039125833767,0.9166666666666666,45114.27874743327,1662,1.5982742118660584,IL,0
Illinois,STEM-related,Male,Two or More Races,0.211678805159447,1.0,39928.7294661191,597,0.588679258783276,IL,0
Illinois,STEM-related,Female,White alone,0.1643927845996998,0.9645390070921985,41484.39425051335,29483,1.6845543948953616,IL,0
Illinois,STEM-related,Male,White alone,-0.025778806154246877,0.9863013698630136,34224.62525667351,9147,0.4653120095303753,IL,0
Indiana,Non-STEM,Female,American Indian alone,,1.0,0.0,77,1.1242870113339676,IN,1
Indiana,Non-STEM,Male,American Indian alone,1.5702770798430223,0.3333333333333333,21637.8297632469,580,0.8130753947303008,IN,0
Indiana,Non-STEM,Male,"American Indian and Alaska Native tribes specified; or American Indian or Alaska Native, not specified and no other races",-0.11015095093957136,0.0,23915.496054115,76,1.1242870113339676,IN,0
Indiana,Non-STEM,Female,Asian alone,-0.2943304550733514,0.9333333333333333,17082.497181510713,6725,0.8954085920441653,IN,0
Indiana,Non-STEM,Male,Asian alone,0.1619757341021967,0.8648648648648649,20157.346674182638,5741,0.78331695777528,IN,0
Indiana,Non-STEM,Female,Black or African American alone,-0.1296815072544918,0.8646616541353384,19929.58004509583,26952,1.0696005481635402,IN,0
Indiana,Non-STEM,Male,Black or African American alone,-0.07039750153177615,0.6666666666666666,19246.2801578354,23731,1.0676025395528943,IN,0
Indiana,Non-STEM,Female,Native Hawaiian and Other Pacific Islander alone,,0.0,0.0,193,1.1242870113339676,IN,1
Indiana,Non-STEM,Female,Some Other Race alone,0.061762363795226656,0.7142857142857143,15602.01409244645,6346,1.074830577572365,IN,0
Indiana,Non-STEM,Male,Some Other Race alone,0.3723749328317956,0.6785714285714286,28470.828635851183,8199,1.080153410584392,IN,0
Indiana,Non-STEM,Female,Two or More Races,0.04464437235773367,0.8444444444444444,16740.847237880498,6985,0.9623951929127162,IN,0
Indiana,Non-STEM,Male,Two or More Races,0.28002164582267486,0.75,16740.847237880495,7641,1.0647839679725888,IN,0
Indiana,Non-STEM,Female,White alone,-0.07999839062249918,0.8763206960845246,20498.99661781285,179268,0.9801092397250409,IN,0
Indiana,Non-STEM,Male,White alone,0.10999902938359009,0.8377270064440538,28470.828635851183,187872,1.0086338515731286,IN,0
Indiana,Not working,Female,Black or African American alone,,1.0,0.0,30,0.4629374123505786,IN,1
Indiana,Not working,Male,Some Other Race alone,,1.0,0.0,94,4.815294070142325,IN,1
Indiana,Not working,Female,White alone,,0.7142857142857143,0.0,568,1.2075092102494493,IN,1
Indiana,Not working,Male,White alone,,0.4,0.0,492,1.0270864270155147,IN,1
Indiana,STEM,Male,American Indian alone,0.26068716211714604,0.5,48400.40868094702,186,4.756450066686837,IN,0
Indiana,STEM,Female,Asian alone,0.1722039888224385,1.0,22776.662908680948,799,1.9406308034672402,IN,0
Indiana,STEM,Male,Asian alone,-0.06430411473128442,1.0,34164.994363021426,2179,5.423434313106219,IN,0
Indiana,STEM,Female,Black or African American alone,0.9818814504622161,0.3333333333333333,45553.325817361896,418,0.3026035880038693,IN,0
Indiana,STEM,Male,Black or African American alone,-0.42412148531474797,1.0,53525.15783540023,804,0.659806789498027,IN,0
Indiana,STEM,Male,Some Other Race alone,1.4799631427905418,1.0,72885.32130777903,241,0.5791736165958338,IN,0
Indiana,STEM,Female,Two or More Races,0.8115302034753273,0.5,11673.039740698987,407,1.0229363615245608,IN,0
Indiana,STEM,Male,Two or More Races,-0.3439874061680665,0.5,20498.996617812856,317,0.8058194368393262,IN,0
Indiana,STEM,Female,White alone,0.24917953973392934,0.9545454545454546,45553.325817361896,4498,0.44859903370610343,IN,0
Indiana,STEM,Male,White alone,0.06324454828182,0.9571428571428572,48343.467023675315,15389,1.5071242343624178,IN,0
Indiana,STEM-related,Male,American Indian alone,2.8827472128492224,1.0,517030.2480270575,36,0.7544056282438263,IN,0
Indiana,STEM-related,Female,Asian alone,-0.2715968485727805,1.0,95661.98421645998,920,1.83111824551103,IN,0
Indiana,STEM-related,Male,Asian alone,-0.39985539236892254,1.0,109327.98196166856,320,0.6526788714687689,IN,0
Indiana,STEM-related,Female,Black or African American alone,0.5464637005121602,1.0,34164.994363021426,930,0.5517129288562777,IN,0
Indiana,STEM-related,Male,Black or African American alone,0.511625623705472,0.3333333333333333,45553.325817361896,456,0.306660610171113,IN,0
Indiana,STEM-related,Female,Some Other Race alone,-0.7619716607916767,1.0,39859.16009019166,292,0.7393028675163713,IN,0
Indiana,STEM-related,Female,Two or More Races,-0.407896550005803,1.0,51247.49154453213,768,1.5817864414419578,IN,0
Indiana,STEM-related,Male,Two or More Races,0.1387856811948948,1.0,34164.994363021426,110,0.22914141093645116,IN,0
Indiana,STEM-related,Female,White alone,0.10493213425652294,0.9436619718309859,40997.993235625705,21305,1.7412167751911583,IN,0
Indiana,STEM-related,Male,White alone,0.3687946024582538,0.9333333333333333,36442.660653889514,5661,0.45432248370766065,IN,0
Iowa,Non-STEM,Female,American Indian alone,-0.6128083404753053,1.0,11406.693539325843,360,1.1446242008811633,IA,0
Iowa,Non-STEM,Male,American Indian alone,-0.5212195686956701,0.5,20543.398314606744,269,1.1446242008811633,IA,0
Iowa,Non-STEM,Female,"American Indian and Alaska Native tribes specified; or American Indian or Alaska Native, not specified and no other races",-0.4381544561442286,1.0,20997.39606741573,106,1.1446242008811633,IA,0
Iowa,Non-STEM,Male,"American Indian and Alaska Native tribes specified; or American Indian or Alaska Native, not specified and no other races",0.3404450271592874,0.0,32801.33764044944,3,1.1446242008811633,IA,0
Iowa,Non-STEM,Female,Asian alone,-0.2641637127411157,0.8461538461538461,17024.91573033708,1779,0.42609049034684865,IA,0
Iowa,Non-STEM,Male,Asian alone,-0.14641590740424232,0.9,18159.910112359554,2773,0.7815914575334808,IA,0
Iowa,Non-STEM,Female,Black or African American alone,-0.533905223633845,0.9411764705882353,15095.425280898879,4291,0.9242721953295207,IA,0
Iowa,Non-STEM,Male,Black or African American alone,-0.1994759734691334,0.6470588235294118,12598.43764044944,8001,1.1112896773753416,IA,0
Iowa,Non-STEM,Female,Native Hawaiian and Other Pacific Islander alone,,0.0,14754.926966292134,48,1.1446242008811633,IA,1
Iowa,Non-STEM,Female,Some Other Race alone,-0.09385102682239202,0.9230769230769231,27239.86516853933,1467,0.9611698355424537,IA,0
Iowa,Non-STEM,Male,Some Other Race alone,0.41140426018213033,0.75,15322.424157303372,1163,0.8330400160355401,IA,0
Iowa,Non-STEM,Female,Two or More Races,0.8989304521810632,0.8823529411764706,17024.91573033708,1414,1.1446242008811633,IA,0
Iowa,Non-STEM,Male,Two or More Races,1.0115847953138728,0.8823529411764706,22699.887640449437,2803,0.9565836717560825,IA,0
Iowa,Non-STEM,Female,White alone,0.044126199111322276,0.944620253164557,22699.887640449437,78658,1.0159540780062126,IA,0
Iowa,Non-STEM,Male,White alone,0.11079261134317173,0.9031847133757962,32914.83707865169,96147,1.017221557109514,IA,0
Iowa,Not working,Male,Black or African American alone,,1.0,0.0,36,0.9905025616233434,IA,1
Iowa,Not working,Male,Two or More Races,,1.0,0.0,551,37.249595154179275,IA,1
Iowa,Not working,Female,White alone,,1.0,0.0,245,0.6268553764302023,IA,1
Iowa,Not working,Male,White alone,,1.0,0.0,174,0.3646692619702576,IA,1
Iowa,STEM,Female,Asian alone,-0.3713694479480431,1.0,0.0,2057,5.700585407011022,IA,0
Iowa,STEM,Male,Asian alone,-0.25017692945955483,1.0,70369.65168539327,1288,4.200539462335995,IA,0
Iowa,STEM,Female,Black or African American alone,0.370098229794633,0.5,15265.674438202248,216,0.5383372065664528,IA,0
Iowa,STEM,Male,Black or African American alone,-0.9711073023891035,1.0,39554.55421348315,154,0.2474930468574562,IA,0
Iowa,STEM,Female,Some Other Race alone,0.46452720526341484,1.0,24515.878651685394,67,0.507930267632096,IA,0
Iowa,STEM,Male,Some Other Race alone,0.47733452527678555,1.0,72639.64044943823,435,3.6052441226502645,IA,0
Iowa,STEM,Female,White alone,-0.2016599110842455,1.0,47442.765168539336,2537,0.3791498749402363,IA,0
Iowa,STEM,Male,White alone,0.3434693295217836,0.9864864864864865,60722.19943820225,10469,1.2815757726363057,IA,0
Iowa,STEM-related,Female,Asian alone,-0.20365314886790492,1.0,29793.60252808989,943,4.249400721086525,IA,0
Iowa,STEM-related,Female,Black or African American alone,1.651510757141052,1.0,20429.89887640449,807,3.270431142527235,IA,0
Iowa,STEM-related,Male,Black or African American alone,-0.6073991815843613,1.0,86259.57303370787,50,0.13066013880930621,IA,0
Iowa,STEM-related,Female,Some Other Race alone,-0.12703853954322475,1.0,5674.971910112359,213,2.6256674692221624,IA,0
Iowa,STEM-related,Female,White alone,0.40774525231532777,0.9753086419753086,45399.77528089887,7180,1.7448002853079203,IA,0
Iowa,STEM-related,Male,White alone,0.1708228456048912,1.0,26672.367977528094,1399,0.27847591072929073,IA,0
Kansas,Non-STEM,Female,American Indian alone,-0.08177180121952116,0.75,35672.16087443946,315,1.1680589887788502,KS,0
Kansas,Non-STEM,Male,American Indian alone,0.06253466066986797,0.6666666666666666,30236.40302690583,1415,1.16805898877885,KS,0
Kansas,Non-STEM,Female,"American Indian and Alaska Native tribes specified; or American Indian or Alaska Native, not specified and no other races",-0.05457117496605553,0.5,50960.22982062781,865,1.16805898877885,KS,0
Kansas,Non-STEM,Female,Asian alone,0.05873962689499496,0.75,11324.49551569507,1758,0.586029595397608,KS,0
Kansas,Non-STEM,Male,Asian alone,-0.03357746799674853,0.8636363636363636,33407.26177130045,3351,0.8015903484329157,KS,0
Kansas,Non-STEM,Female,Black or African American alone,0.06676076293712946,0.7916666666666666,16420.518497757846,5473,1.146277002974116,KS,0
Kansas,Non-STEM,Male,Black or African American alone,-0.05527472292524001,0.6739130434782609,19591.377242152466,8088,1.1467906168054551,KS,0
Kansas,Non-STEM,Female,Some Other Race alone,-0.06772174059193524,0.5217391304347826,13249.659753363228,3582,0.9938212108802473,KS,0
Kansas,Non-STEM,Male,Some Other Race alone,-0.08492144818387179,0.75,21516.54147982063,2230,0.9601074622104074,KS,0
Kansas,Non-STEM,Female,Two or More Races,0.16211174330555372,0.7555555555555555,13589.39461883408,4670,1.0392142270141416,KS,0
Kansas,Non-STEM,Male,Two or More Races,0.0077943601821021035,0.8108108108108109,22082.766255605387,5787,1.1018023419825926,KS,0
Kansas,Non-STEM,Female,White alone,-0.006847761976835077,0.8634146341463415,19251.64237668161,72846,0.9938262856276688,KS,0
Kansas,Non-STEM,Male,White alone,0.07275370631875412,0.8246110325318247,27178.789237668163,79351,0.9977463918639181,KS,0
Kansas,Not working,Female,White alone,,1.0,0.0,690,1.2216443296520485,KS,1
Kansas,Not working,Male,White alone,,0.6666666666666666,0.0,772,1.2597256870928841,KS,1
Kansas,STEM,Female,Asian alone,1.2473460569397343,1.0,59453.6014573991,457,1.834231206617672,KS,0
Kansas,STEM,Male,Asian alone,-0.12270091782779664,1.0,60586.0510089686,1472,4.23958221052668,KS,0
Kansas,STEM,Male,Black or African American alone,1.1875470973104845,1.0,56622.477578475344,67,0.11438129007625376,KS,0
Kansas,STEM,Female,Some Other Race alone,1.6201668160164544,1.0,41900.633408071764,53,0.17704992585299206,KS,0
Kansas,STEM,Male,Some Other Race alone,1.2392890332673585,0.6666666666666666,24913.89013452915,366,1.897288031419937,KS,0
Kansas,STEM,Male,Two or More Races,1.6375641257994635,1.0,60019.82623318387,94,0.21548411575114357,KS,0
Kansas,STEM,Female,White alone,0.05089329560728667,1.0,44731.757286995526,2961,0.4863852281579344,KS,0
Kansas,STEM,Male,White alone,0.17836765310311428,1.0,62284.72533632288,10288,1.5575281939367378,KS,0
Kansas,STEM-related,Female,Asian alone,-0.13299425158119793,1.0,22648.99103139013,1289,5.558789273267091,KS,0
Kansas,STEM-related,Male,Asian alone,-0.6261334910768304,1.0,2264.8991031390133,60,0.18567606218430963,KS,0
Kansas,STEM-related,Female,Black or African American alone,0.011047759113897082,1.0,67946.9730941704,104,0.28178903236860414,KS,0
Kansas,STEM-related,Male,Black or African American alone,0.0825573793714598,1.0,95125.76233183856,83,0.15224663261029509,KS,0
Kansas,STEM-related,Female,Some Other Race alone,-0.46084499149296665,0.75,9908.933576233183,575,2.0638452957103754,KS,0
Kansas,STEM-related,Male,Some Other Race alone,-0.5722968391835141,0.0,22648.99103139013,117,0.6516695955435565,KS,0
Kansas,STEM-related,Female,Two or More Races,0.148170302683213,1.0,40768.18385650223,579,1.6668379581603627,KS,0
Kansas,STEM-related,Male,Two or More Races,2.2781615263046113,1.0,135893.9461883408,254,0.6256198798100514,KS,0
Kansas,STEM-related,Female,White alone,0.45329730324568435,0.9634146341463414,41334.408632287,9120,1.6096306127309947,KS,0
Kansas,STEM-related,Male,White alone,-0.1346925258339424,1.0,45297.98206278028,2485,0.40422276630860854,KS,0
Kentucky,Non-STEM,Female,American Indian alone,,0.0,6934.633867276889,33,1.107770532823592,KY,1
Kentucky,Non-STEM,Male,American Indian alone,,1.0,0.0,163,1.107770532823592,KY,1
Kentucky,Non-STEM,Female,"American Indian and Alaska Native tribes specified; or American Indian or Alaska Native, not specified and no other races",-0.7611920707358215,1.0,11557.723112128147,107,1.107770532823592,KY,0
Kentucky,Non-STEM,Female,Asian alone,-0.30809098781658495,0.9285714285714286,5085.398169336384,2085,0.9849473607408057,KY,0
Kentucky,Non-STEM,Male,Asian alone,-0.32680557908895297,0.8571428571428571,23115.446224256295,1432,0.8275051658859592,KY,0
Kentucky,Non-STEM,Female,Black or African American alone,-0.08682303595660938,0.9411764705882353,20514.958524027457,11901,1.0622493845083854,KY,0
Kentucky,Non-STEM,Male,Black or African American alone,-0.21048878594133189,0.7254901960784313,11557.723112128147,14483,1.0205356292146863,KY,0
Kentucky,Non-STEM,Female,Native Hawaiian and Other Pacific Islander alone,0.3331881324058309,1.0,13869.267734553778,71,1.107770532823592,KY,0
Kentucky,Non-STEM,Male,Native Hawaiian and Other Pacific Islander alone,0.4365402663924462,1.0,33979.70594965675,107,1.107770532823592,KY,0
